id,name,department,experience_level,education_level,age,gender,city,monthly_salary,employeed_id,date_of_join,designation,basic_salary,hra,special_allowance,conveyance,pf,income_tax,other_deductions,total_earnings,total_deductions,net_pay,pan,uan,bank_account
701,Vandana Mukherjee,finance,Lead,Diploma,35,male,pune,202595,sco-00701,22-08-2024,Software Engineer,50000,20000,10000,1600,1800,8000,300,81600,10100,71500,ABCDE1700F,1.002E+11,XXXXXX1700
702,Anusha Yadav,operation,Junior,Diploma,60,female,pune,37105,sco-00702,12-07-2018,Software Engineer,50000,20000,10000,1600,1800,8000,300,81600,10100,71500,ABCDE1701F,1.002E+11,XXXXXX1701
703,Thomas Gupta,it,Mid,Bachelor,38,female,pune,51701,sco-00703,17-09-2015,Software Engineer,50000,20000,10000,1600,1800,8000,300,81600,10100,71500,ABCDE1702F,1.002E+11,XXXXXX1702
704,Samuel Kaur,marketing,Senior,Diploma,50,male,banglore,97583,sco-00704,14-01-2011,Software Engineer,50000,20000,10000,1600,1800,8000,300,81600,10100,71500,ABCDE1703F,1.002E+11,XXXXXX1703
705,Naseer Joshi,finance,Lead,Diploma,23,male,pune,195660,sco-00705,11-01-2012,Software Engineer,50000,20000,10000,1600,1800,8000,300,81600,10100,71500,ABCDE1704F,1.002E+11,XXXXXX1704
706,Kalpana Malhotra,it,Mid,Diploma,22,male,banglore,56034,sco-00706,14-08-2024,Software Engineer,50000,20000,10000,1600,1800,8000,300,81600,10100,71500,ABCDE1705F,1.002E+11,XXXXXX1705
707,Neha Gill,finance,Lead,Bachelor,55,male,chennai,203605,sco-00707,15-08-2020,Software Engineer,50000,20000,10000,1600,1800,8000,300,81600,10100,71500,ABCDE1706F,1.002E+11,XXXXXX1706
708,Kajol Gupta,it,Mid,Diploma,44,male,banglore,63570,sco-00708,03-11-2013,Software Engineer,50000,20000,10000,1600,1800,8000,300,81600,10100,71500,ABCDE1707F,1.002E+11,XXXXXX1707
709,Mrunal Mehta,finance,Junior,Diploma,43,female,banglore,36555,sco-00709,06-08-2021,Software Engineer,50000,20000,10000,1600,1800,8000,300,81600,10100,71500,ABCDE1708F,1.002E+11,XXXXXX1708
710,Kajol Rao,finance,Junior,Master,38,male,chennai,33774,sco-00710,07-05-2022,Software Engineer,50000,20000,10000,1600,1800,8000,300,81600,10100,71500,ABCDE1709F,1.002E+11,XXXXXX1709
711,Abhishek Deshmukh,finance,Fresher,Diploma,29,male,mumbai,27536,sco-00711,27-05-2010,Software Engineer,50000,20000,10000,1600,1800,8000,300,81600,10100,71500,ABCDE1710F,1.002E+11,XXXXXX1710
712,Uma Gupta,finance,Fresher,Bachelor,48,male,pune,20781,sco-00712,30-10-2010,Software Engineer,50000,20000,10000,1600,1800,8000,300,81600,10100,71500,ABCDE1711F,1.002E+11,XXXXXX1711
713,Venkatesh Malhotra,marketing,Fresher,Master,56,male,mumbai,20197,sco-00713,25-03-2018,Software Engineer,50000,20000,10000,1600,1800,8000,300,81600,10100,71500,ABCDE1712F,1.002E+11,XXXXXX1712
714,Saurabh Naik,finance,Fresher,Master,53,male,mumbai,24129,sco-00714,19-10-2020,Software Engineer,50000,20000,10000,1600,1800,8000,300,81600,10100,71500,ABCDE1713F,1.002E+11,XXXXXX1713
715,Mahesh Mehta,marketing,Lead,Bachelor,41,female,banglore,138610,sco-00715,07-12-2020,Software Engineer,50000,20000,10000,1600,1800,8000,300,81600,10100,71500,ABCDE1714F,1.002E+11,XXXXXX1714
716,Arnav Mishra,it,Senior,Bachelor,55,male,pune,92126,sco-00716,05-11-2019,Software Engineer,50000,20000,10000,1600,1800,8000,300,81600,10100,71500,ABCDE1715F,1.002E+11,XXXXXX1715
717,Ira Das,operation,Fresher,PhD,36,male,pune,27658,sco-00717,08-03-2013,Software Engineer,50000,20000,10000,1600,1800,8000,300,81600,10100,71500,ABCDE1716F,1.002E+11,XXXXXX1716
718,Navya Rao,it,Lead,Diploma,38,male,banglore,213080,sco-00718,06-03-2010,Software Engineer,50000,20000,10000,1600,1800,8000,300,81600,10100,71500,ABCDE1717F,1.002E+11,XXXXXX1717
719,John Kapoor,operation,Fresher,Master,42,male,banglore,22827,sco-00719,04-06-2022,Software Engineer,50000,20000,10000,1600,1800,8000,300,81600,10100,71500,ABCDE1718F,1.002E+11,XXXXXX1718
720,Kunal Kaur,finance,Mid,PhD,28,female,pune,61653,sco-00720,22-07-2018,Software Engineer,50000,20000,10000,1600,1800,8000,300,81600,10100,71500,ABCDE1719F,1.002E+11,XXXXXX1719
721,Siddharth Joshi,HR,Mid,Bachelor,27,female,pune,59881,sco-00721,03-11-2019,Software Engineer,50000,20000,10000,1600,1800,8000,300,81600,10100,71500,ABCDE1720F,1.002E+11,XXXXXX1720
722,Lavanya Khanna,marketing,Senior,Master,64,male,mumbai,86953,sco-00722,29-12-2010,Software Engineer,50000,20000,10000,1600,1800,8000,300,81600,10100,71500,ABCDE1721F,1.002E+11,XXXXXX1721
723,Tanvi Malhotra,finance,Lead,PhD,54,female,hyderbad,207874,sco-00723,26-09-2022,Software Engineer,50000,20000,10000,1600,1800,8000,300,81600,10100,71500,ABCDE1722F,1.002E+11,XXXXXX1722
724,Neil Kapoor,HR,Junior,Diploma,23,female,hyderbad,29541,sco-00724,27-01-2015,Software Engineer,50000,20000,10000,1600,1800,8000,300,81600,10100,71500,ABCDE1723F,1.002E+11,XXXXXX1723
725,Manoj Arora,finance,Fresher,Diploma,52,male,chennai,25132,sco-00725,22-02-2022,Software Engineer,50000,20000,10000,1600,1800,8000,300,81600,10100,71500,ABCDE1724F,1.002E+11,XXXXXX1724
726,Sameera Ghosh,it,Junior,Bachelor,37,male,hyderbad,38972,sco-00726,06-06-2017,Software Engineer,50000,20000,10000,1600,1800,8000,300,81600,10100,71500,ABCDE1725F,1.002E+11,XXXXXX1725
727,Lakshman Malhotra,it,Mid,Master,29,female,pune,55268,sco-00727,23-11-2021,Software Engineer,50000,20000,10000,1600,1800,8000,300,81600,10100,71500,ABCDE1726F,1.002E+11,XXXXXX1726
728,Manoj Banerjee,it,Junior,Master,35,male,pune,32941,sco-00728,13-10-2023,Software Engineer,50000,20000,10000,1600,1800,8000,300,81600,10100,71500,ABCDE1727F,1.002E+11,XXXXXX1727
729,Juhi Kulkarni,HR,Senior,Diploma,42,male,mumbai,129228,sco-00729,08-11-2020,Software Engineer,50000,20000,10000,1600,1800,8000,300,81600,10100,71500,ABCDE1728F,1.002E+11,XXXXXX1728
730,Afreen Hegde,HR,Lead,Master,63,female,mumbai,168671,sco-00730,22-01-2015,Software Engineer,50000,20000,10000,1600,1800,8000,300,81600,10100,71500,ABCDE1729F,1.002E+11,XXXXXX1729
731,Yuvan Verma,it,Fresher,Master,52,male,mumbai,25403,sco-00731,24-08-2012,Software Engineer,50000,20000,10000,1600,1800,8000,300,81600,10100,71500,ABCDE1730F,1.002E+11,XXXXXX1730
732,Juhi Gupta,it,Senior,Diploma,51,female,mumbai,118933,sco-00732,02-12-2022,Software Engineer,50000,20000,10000,1600,1800,8000,300,81600,10100,71500,ABCDE1731F,1.002E+11,XXXXXX1731
733,Jignesh Shetty,it,Junior,Bachelor,56,female,chennai,36963,sco-00733,05-12-2016,Software Engineer,50000,20000,10000,1600,1800,8000,300,81600,10100,71500,ABCDE1732F,1.002E+11,XXXXXX1732
734,Sudha Verma,marketing,Junior,Diploma,44,female,banglore,40388,sco-00734,03-11-2014,Software Engineer,50000,20000,10000,1600,1800,8000,300,81600,10100,71500,ABCDE1733F,1.002E+11,XXXXXX1733
735,Sunil Das,HR,Mid,PhD,43,male,hyderbad,61332,sco-00735,30-08-2011,Software Engineer,50000,20000,10000,1600,1800,8000,300,81600,10100,71500,ABCDE1734F,1.002E+11,XXXXXX1734
736,Sai Mehta,it,Mid,Bachelor,40,female,mumbai,68431,sco-00736,26-08-2010,Software Engineer,50000,20000,10000,1600,1800,8000,300,81600,10100,71500,ABCDE1735F,1.002E+11,XXXXXX1735
737,Monika Tiwari,finance,Fresher,Diploma,53,male,pune,22042,sco-00737,10-01-2019,Software Engineer,50000,20000,10000,1600,1800,8000,300,81600,10100,71500,ABCDE1736F,1.002E+11,XXXXXX1736
738,Renuka Verma,finance,Senior,Master,56,female,chennai,107706,sco-00738,11-10-2018,Software Engineer,50000,20000,10000,1600,1800,8000,300,81600,10100,71500,ABCDE1737F,1.002E+11,XXXXXX1737
739,Deepa Ghosh,finance,Senior,PhD,59,female,chennai,84150,sco-00739,30-01-2017,Software Engineer,50000,20000,10000,1600,1800,8000,300,81600,10100,71500,ABCDE1738F,1.002E+11,XXXXXX1738
740,Balaji Rao,it,Junior,PhD,64,male,pune,40290,sco-00740,24-01-2011,Software Engineer,50000,20000,10000,1600,1800,8000,300,81600,10100,71500,ABCDE1739F,1.002E+11,XXXXXX1739
741,Naveen Gill,HR,Lead,Bachelor,39,male,pune,165065,sco-00741,03-08-2011,Software Engineer,50000,20000,10000,1600,1800,8000,300,81600,10100,71500,ABCDE1740F,1.002E+11,XXXXXX1740
742,Saanvi Deshmukh,marketing,Lead,PhD,30,female,chennai,208644,sco-00742,13-12-2017,Software Engineer,50000,20000,10000,1600,1800,8000,300,81600,10100,71500,ABCDE1741F,1.002E+11,XXXXXX1741
743,Sonam Verma,marketing,Fresher,Diploma,62,male,hyderbad,26934,sco-00743,23-09-2011,Software Engineer,50000,20000,10000,1600,1800,8000,300,81600,10100,71500,ABCDE1742F,1.002E+11,XXXXXX1742
744,Sakshi Bansal,marketing,Fresher,Master,44,male,banglore,19349,sco-00744,27-09-2022,Software Engineer,50000,20000,10000,1600,1800,8000,300,81600,10100,71500,ABCDE1743F,1.002E+11,XXXXXX1743
745,Joseph Bansal,marketing,Fresher,Bachelor,52,female,mumbai,27913,sco-00745,18-06-2023,Software Engineer,50000,20000,10000,1600,1800,8000,300,81600,10100,71500,ABCDE1744F,1.002E+11,XXXXXX1744
746,Aditi Rao,marketing,Senior,PhD,32,female,pune,109592,sco-00746,23-03-2018,Software Engineer,50000,20000,10000,1600,1800,8000,300,81600,10100,71500,ABCDE1745F,1.002E+11,XXXXXX1745
747,Ananya Jadhav,finance,Fresher,Bachelor,39,male,hyderbad,24280,sco-00747,05-03-2019,Software Engineer,50000,20000,10000,1600,1800,8000,300,81600,10100,71500,ABCDE1746F,1.002E+11,XXXXXX1746
748,Tejas Jadhav,finance,Lead,Diploma,58,male,banglore,143774,sco-00748,27-03-2016,Software Engineer,50000,20000,10000,1600,1800,8000,300,81600,10100,71500,ABCDE1747F,1.002E+11,XXXXXX1747
749,Aakash Mehta,it,Fresher,Master,57,male,mumbai,21750,sco-00749,02-04-2011,Software Engineer,50000,20000,10000,1600,1800,8000,300,81600,10100,71500,ABCDE1748F,1.002E+11,XXXXXX1748
750,Mukesh Sharma,marketing,Mid,Diploma,49,female,pune,54629,sco-00750,25-02-2011,Software Engineer,50000,20000,10000,1600,1800,8000,300,81600,10100,71500,ABCDE1749F,1.002E+11,XXXXXX1749
751,Samar Agarwal,HR,Junior,Bachelor,22,male,pune,29011,sco-00751,16-12-2015,Software Engineer,50000,20000,10000,1600,1800,8000,300,81600,10100,71500,ABCDE1750F,1.002E+11,XXXXXX1750
752,Madhuri Singh,operation,Mid,Master,48,male,hyderbad,47567,sco-00752,19-08-2011,Software Engineer,50000,20000,10000,1600,1800,8000,300,81600,10100,71500,ABCDE1751F,1.002E+11,XXXXXX1751
753,Jignesh Chatterjee,operation,Lead,Bachelor,49,male,hyderbad,150647,sco-00753,31-05-2021,Software Engineer,50000,20000,10000,1600,1800,8000,300,81600,10100,71500,ABCDE1752F,1.002E+11,XXXXXX1752
754,Hari Sharma,it,Senior,Diploma,26,male,chennai,75135,sco-00754,31-01-2011,Software Engineer,50000,20000,10000,1600,1800,8000,300,81600,10100,71500,ABCDE1753F,1.002E+11,XXXXXX1753
755,Pooja Rao,marketing,Fresher,Diploma,44,male,mumbai,22430,sco-00755,14-01-2025,Software Engineer,50000,20000,10000,1600,1800,8000,300,81600,10100,71500,ABCDE1754F,1.002E+11,XXXXXX1754
756,Mallikarjun Mishra,finance,Senior,Bachelor,61,male,banglore,110681,sco-00756,28-05-2025,Software Engineer,50000,20000,10000,1600,1800,8000,300,81600,10100,71500,ABCDE1755F,1.002E+11,XXXXXX1755
757,Simran Shetty,marketing,Lead,Diploma,38,female,banglore,214873,sco-00757,19-08-2010,Software Engineer,50000,20000,10000,1600,1800,8000,300,81600,10100,71500,ABCDE1756F,1.002E+11,XXXXXX1756
758,Sheetal Agarwal,HR,Senior,Bachelor,59,female,chennai,93018,sco-00758,07-02-2020,Software Engineer,50000,20000,10000,1600,1800,8000,300,81600,10100,71500,ABCDE1757F,1.002E+11,XXXXXX1757
759,Nikhil Jadhav,it,Fresher,Master,56,male,banglore,20670,sco-00759,24-01-2018,Software Engineer,50000,20000,10000,1600,1800,8000,300,81600,10100,71500,ABCDE1758F,1.002E+11,XXXXXX1758
760,Lalit Sharma,HR,Mid,PhD,54,male,hyderbad,67801,sco-00760,14-06-2025,Software Engineer,50000,20000,10000,1600,1800,8000,300,81600,10100,71500,ABCDE1759F,1.002E+11,XXXXXX1759
761,Pallavi Mishra,marketing,Mid,Diploma,54,female,mumbai,53592,sco-00761,21-02-2017,Software Engineer,50000,20000,10000,1600,1800,8000,300,81600,10100,71500,ABCDE1760F,1.002E+11,XXXXXX1760
762,Soumya Joshi,it,Junior,Bachelor,55,male,chennai,36601,sco-00762,15-04-2016,Software Engineer,50000,20000,10000,1600,1800,8000,300,81600,10100,71500,ABCDE1761F,1.002E+11,XXXXXX1761
763,Basavaraj Iyer,marketing,Junior,PhD,61,female,hyderbad,31974,sco-00763,28-09-2021,Software Engineer,50000,20000,10000,1600,1800,8000,300,81600,10100,71500,ABCDE1762F,1.002E+11,XXXXXX1762
764,Rupal Gupta,finance,Lead,PhD,39,male,pune,174632,sco-00764,08-08-2014,Software Engineer,50000,20000,10000,1600,1800,8000,300,81600,10100,71500,ABCDE1763F,1.002E+11,XXXXXX1763
765,Sangeetha Naik,HR,Senior,Bachelor,44,male,mumbai,105834,sco-00765,09-02-2017,Software Engineer,50000,20000,10000,1600,1800,8000,300,81600,10100,71500,ABCDE1764F,1.002E+11,XXXXXX1764
766,Gayathri Joshi,it,Senior,Diploma,61,male,mumbai,103938,sco-00766,08-03-2017,Software Engineer,50000,20000,10000,1600,1800,8000,300,81600,10100,71500,ABCDE1765F,1.002E+11,XXXXXX1765
767,Irfan Kaur,operation,Mid,Diploma,56,male,pune,65699,sco-00767,13-04-2024,Software Engineer,50000,20000,10000,1600,1800,8000,300,81600,10100,71500,ABCDE1766F,1.002E+11,XXXXXX1766
768,Ganesh Hegde,HR,Lead,Bachelor,31,female,chennai,174716,sco-00768,16-11-2024,Software Engineer,50000,20000,10000,1600,1800,8000,300,81600,10100,71500,ABCDE1767F,1.002E+11,XXXXXX1767
769,Mayank Patel,operation,Junior,Bachelor,55,female,mumbai,29185,sco-00769,18-08-2022,Software Engineer,50000,20000,10000,1600,1800,8000,300,81600,10100,71500,ABCDE1768F,1.002E+11,XXXXXX1768
770,Amrita Gill,it,Fresher,Bachelor,39,female,banglore,25985,sco-00770,08-05-2018,Software Engineer,50000,20000,10000,1600,1800,8000,300,81600,10100,71500,ABCDE1769F,1.002E+11,XXXXXX1769
771,Venkatesh Gill,it,Lead,Bachelor,64,male,hyderbad,193754,sco-00771,30-03-2021,Software Engineer,50000,20000,10000,1600,1800,8000,300,81600,10100,71500,ABCDE1770F,1.002E+11,XXXXXX1770
772,Ayush Pandey,HR,Fresher,PhD,44,male,chennai,19128,sco-00772,16-09-2021,Software Engineer,50000,20000,10000,1600,1800,8000,300,81600,10100,71500,ABCDE1771F,1.002E+11,XXXXXX1771
773,Sudha Mukherjee,finance,Fresher,Diploma,60,male,pune,23695,sco-00773,06-11-2021,Software Engineer,50000,20000,10000,1600,1800,8000,300,81600,10100,71500,ABCDE1772F,1.002E+11,XXXXXX1772
774,Suresh Joshi,finance,Senior,Bachelor,30,female,mumbai,87080,sco-00774,08-06-2014,Software Engineer,50000,20000,10000,1600,1800,8000,300,81600,10100,71500,ABCDE1773F,1.002E+11,XXXXXX1773
775,Renuka Khanna,it,Junior,Diploma,47,male,pune,39437,sco-00775,02-01-2015,Software Engineer,50000,20000,10000,1600,1800,8000,300,81600,10100,71500,ABCDE1774F,1.002E+11,XXXXXX1774
776,Savita Kulkarni,HR,Lead,Diploma,63,male,pune,138328,sco-00776,19-02-2018,Software Engineer,50000,20000,10000,1600,1800,8000,300,81600,10100,71500,ABCDE1775F,1.002E+11,XXXXXX1775
777,Naveen Patel,it,Junior,Master,48,female,pune,34939,sco-00777,06-04-2015,Software Engineer,50000,20000,10000,1600,1800,8000,300,81600,10100,71500,ABCDE1776F,1.002E+11,XXXXXX1776
778,Ayaan Tiwari,it,Senior,PhD,31,male,banglore,79657,sco-00778,23-07-2013,Software Engineer,50000,20000,10000,1600,1800,8000,300,81600,10100,71500,ABCDE1777F,1.002E+11,XXXXXX1777
779,Kapil Kaur,marketing,Mid,Master,58,female,chennai,47102,sco-00779,10-04-2013,Software Engineer,50000,20000,10000,1600,1800,8000,300,81600,10100,71500,ABCDE1778F,1.002E+11,XXXXXX1778
780,Rakesh Arora,HR,Lead,Bachelor,58,female,chennai,156218,sco-00780,15-03-2014,Software Engineer,50000,20000,10000,1600,1800,8000,300,81600,10100,71500,ABCDE1779F,1.002E+11,XXXXXX1779
781,Paresh Kapoor,marketing,Fresher,Bachelor,32,male,mumbai,18004,sco-00781,17-01-2021,Software Engineer,50000,20000,10000,1600,1800,8000,300,81600,10100,71500,ABCDE1780F,1.002E+11,XXXXXX1780
782,Ishita Verma,marketing,Fresher,Diploma,37,female,pune,20975,sco-00782,24-06-2015,Software Engineer,50000,20000,10000,1600,1800,8000,300,81600,10100,71500,ABCDE1781F,1.002E+11,XXXXXX1781
783,Renuka Kulkarni,HR,Fresher,Bachelor,62,female,chennai,24442,sco-00783,23-11-2021,Software Engineer,50000,20000,10000,1600,1800,8000,300,81600,10100,71500,ABCDE1782F,1.002E+11,XXXXXX1782
784,Anita Patel,HR,Lead,Diploma,36,female,pune,147511,sco-00784,25-09-2013,Software Engineer,50000,20000,10000,1600,1800,8000,300,81600,10100,71500,ABCDE1783F,1.002E+11,XXXXXX1783
785,Yamuna Pandey,HR,Lead,Bachelor,54,male,banglore,143815,sco-00785,27-06-2024,Software Engineer,50000,20000,10000,1600,1800,8000,300,81600,10100,71500,ABCDE1784F,1.002E+11,XXXXXX1784
786,Ritu Pawar,it,Junior,Master,63,male,hyderbad,29373,sco-00786,01-02-2018,Software Engineer,50000,20000,10000,1600,1800,8000,300,81600,10100,71500,ABCDE1785F,1.002E+11,XXXXXX1785
787,Vijay Deshmukh,marketing,Mid,Master,29,female,hyderbad,64679,sco-00787,15-01-2025,Software Engineer,50000,20000,10000,1600,1800,8000,300,81600,10100,71500,ABCDE1786F,1.002E+11,XXXXXX1786
788,Darshan Singh,HR,Senior,Diploma,24,male,mumbai,85036,sco-00788,30-12-2016,Software Engineer,50000,20000,10000,1600,1800,8000,300,81600,10100,71500,ABCDE1787F,1.002E+11,XXXXXX1787
789,Tanvi Pandey,it,Lead,Diploma,33,female,pune,159592,sco-00789,09-12-2015,Software Engineer,50000,20000,10000,1600,1800,8000,300,81600,10100,71500,ABCDE1788F,1.002E+11,XXXXXX1788
790,Priti Kaur,operation,Fresher,PhD,62,male,chennai,27457,sco-00790,09-05-2013,Software Engineer,50000,20000,10000,1600,1800,8000,300,81600,10100,71500,ABCDE1789F,1.002E+11,XXXXXX1789
791,Kavita Reddy,finance,Junior,PhD,34,male,hyderbad,38832,sco-00791,28-02-2018,Software Engineer,50000,20000,10000,1600,1800,8000,300,81600,10100,71500,ABCDE1790F,1.002E+11,XXXXXX1790
792,Jagruti Hegde,marketing,Mid,Master,44,male,banglore,57376,sco-00792,01-06-2010,Software Engineer,50000,20000,10000,1600,1800,8000,300,81600,10100,71500,ABCDE1791F,1.002E+11,XXXXXX1791
793,Tanvi Banerjee,finance,Junior,Master,35,female,chennai,35925,sco-00793,05-06-2010,Software Engineer,50000,20000,10000,1600,1800,8000,300,81600,10100,71500,ABCDE1792F,1.002E+11,XXXXXX1792
794,Navya Reddy,HR,Lead,Master,41,female,hyderbad,214991,sco-00794,22-04-2015,Software Engineer,50000,20000,10000,1600,1800,8000,300,81600,10100,71500,ABCDE1793F,1.002E+11,XXXXXX1793
795,Alok Naik,HR,Senior,Diploma,61,male,pune,96915,sco-00795,05-07-2020,Software Engineer,50000,20000,10000,1600,1800,8000,300,81600,10100,71500,ABCDE1794F,1.002E+11,XXXXXX1794
796,Abhishek Kapoor,it,Lead,Master,29,male,banglore,149539,sco-00796,21-08-2020,Software Engineer,50000,20000,10000,1600,1800,8000,300,81600,10100,71500,ABCDE1795F,1.002E+11,XXXXXX1795
797,Kalpana Pawar,HR,Fresher,PhD,45,male,banglore,20953,sco-00797,06-02-2024,Software Engineer,50000,20000,10000,1600,1800,8000,300,81600,10100,71500,ABCDE1796F,1.002E+11,XXXXXX1796
798,Soumya Bansal,it,Fresher,Bachelor,27,male,banglore,25409,sco-00798,23-11-2013,Software Engineer,50000,20000,10000,1600,1800,8000,300,81600,10100,71500,ABCDE1797F,1.002E+11,XXXXXX1797
799,Juhi Hegde,it,Fresher,Master,59,female,hyderbad,19654,sco-00799,21-01-2025,Software Engineer,50000,20000,10000,1600,1800,8000,300,81600,10100,71500,ABCDE1798F,1.002E+11,XXXXXX1798
800,Pradeep Rao,marketing,Junior,Diploma,42,male,mumbai,32659,sco-00800,15-11-2020,Software Engineer,50000,20000,10000,1600,1800,8000,300,81600,10100,71500,ABCDE1799F,1.002E+11,XXXXXX1799
801,Navya Chatterjee,operation,Lead,Bachelor,41,female,mumbai,150764,sco-00801,26-03-2010,Software Engineer,50000,20000,10000,1600,1800,8000,300,81600,10100,71500,ABCDE1800F,1.002E+11,XXXXXX1800
802,Senthil Jadhav,it,Senior,Master,53,male,chennai,120640,sco-00802,12-02-2019,Software Engineer,50000,20000,10000,1600,1800,8000,300,81600,10100,71500,ABCDE1801F,1.002E+11,XXXXXX1801
803,Tara Gupta,operation,Lead,PhD,55,male,pune,151876,sco-00803,22-11-2020,Software Engineer,50000,20000,10000,1600,1800,8000,300,81600,10100,71500,ABCDE1802F,1.002E+11,XXXXXX1802
804,Usha Nair,finance,Senior,Diploma,64,male,pune,84456,sco-00804,10-10-2025,Software Engineer,50000,20000,10000,1600,1800,8000,300,81600,10100,71500,ABCDE1803F,1.002E+11,XXXXXX1803
805,Zeeshan Nair,marketing,Lead,Master,57,male,banglore,169866,sco-00805,24-02-2023,Software Engineer,50000,20000,10000,1600,1800,8000,300,81600,10100,71500,ABCDE1804F,1.002E+11,XXXXXX1804
806,Tara Shetty,HR,Junior,PhD,33,male,mumbai,39986,sco-00806,23-08-2014,Software Engineer,50000,20000,10000,1600,1800,8000,300,81600,10100,71500,ABCDE1805F,1.002E+11,XXXXXX1805
807,Aishwarya Jadhav,marketing,Fresher,Diploma,46,female,pune,21557,sco-00807,09-09-2010,Software Engineer,50000,20000,10000,1600,1800,8000,300,81600,10100,71500,ABCDE1806F,1.002E+11,XXXXXX1806
808,Ayaan Pawar,finance,Senior,Diploma,24,male,banglore,85875,sco-00808,03-12-2020,Software Engineer,50000,20000,10000,1600,1800,8000,300,81600,10100,71500,ABCDE1807F,1.002E+11,XXXXXX1807
809,Joseph Bansal,finance,Senior,Diploma,32,male,chennai,99325,sco-00809,26-04-2022,Software Engineer,50000,20000,10000,1600,1800,8000,300,81600,10100,71500,ABCDE1808F,1.002E+11,XXXXXX1808
810,Pankaj Nair,marketing,Fresher,Bachelor,55,female,pune,26355,sco-00810,22-03-2012,Software Engineer,50000,20000,10000,1600,1800,8000,300,81600,10100,71500,ABCDE1809F,1.002E+11,XXXXXX1809
811,Ritu Malhotra,finance,Senior,PhD,21,female,mumbai,115013,sco-00811,14-05-2022,Software Engineer,50000,20000,10000,1600,1800,8000,300,81600,10100,71500,ABCDE1810F,1.002E+11,XXXXXX1810
812,Omkar Bansal,finance,Lead,Bachelor,41,male,chennai,191315,sco-00812,04-07-2023,Software Engineer,50000,20000,10000,1600,1800,8000,300,81600,10100,71500,ABCDE1811F,1.002E+11,XXXXXX1811
813,Divya Mishra,finance,Senior,Diploma,26,male,hyderbad,100731,sco-00813,13-01-2021,Software Engineer,50000,20000,10000,1600,1800,8000,300,81600,10100,71500,ABCDE1812F,1.002E+11,XXXXXX1812
814,Bharat Kapoor,operation,Junior,Diploma,47,female,pune,28181,sco-00814,19-09-2025,Software Engineer,50000,20000,10000,1600,1800,8000,300,81600,10100,71500,ABCDE1813F,1.002E+11,XXXXXX1813
